Order_Number,Product_ID,Product_Name,Category,Quantity,Unit_Price,Line_Total
O714046,P1088,Neem Oil Starter,Pest Control,1,14.56,14.56
O714046,P1140,Knock Out Rose Starter,Roses,1,24.74,24.74
O714047,P1289,Slug Control Heirloom,Pest Control,2,9.86,19.72
O714048,P1251,Wildflower Heirloom,Flower Seeds,4,2.71,10.84
O714049,P1194,Floribunda Rose Heirloom,Roses,1,44.42,44.42
O714049,P1040,Sunflower Starter,Flower Seeds,2,3.57,7.14
O714049,P1078,Zucchini Heirloom,Vegetable Seeds,1,3.15,3.15
O714049,P1032,Bone Meal Collection,Soil & Fertilizer,1,19.84,19.84
O714050,P1013,Raspberry Mix,Fruit Plants,1,15.26,15.26
O714051,P1190,Tomato Premium,Vegetable Seeds,3,8.05,24.15
O714051,P1012,Cosmos Pro,Flower Seeds,1,4.87,4.87
O714052,P1276,Grape Organic,Fruit Plants,2,38.2,76.4
O714052,P1013,Raspberry Mix,Fruit Plants,2,15.26,30.52
O714052,P1108,Hybrid Tea Rose Starter,Roses,1,41.26,41.26
O714052,P1181,Hybrid Tea Rose Collection,Roses,4,21.47,85.88
O714052,P1076,Carrot Premium,Vegetable Seeds,3,4.41,13.23
O714053,P1189,Bean Mix,Vegetable Seeds,3,8.94,26.82
O714054,P1176,Herb Kit Collection,Indoor Growing,1,113.21,113.21
O714054,P1047,Tomato Feed Premium,Soil & Fertilizer,4,19.0,76.0
O714054,P1251,Wildflower Heirloom,Flower Seeds,1,2.71,2.71
O714055,P1202,Salvia Heirloom,Perennials,2,22.13,44.26
O714056,P1111,Hosta Premium,Perennials,2,10.11,20.22
O714057,P1044,Tomato Feed Premium,Soil & Fertilizer,2,28.88,57.76
O714057,P1259,Hybrid Tea Rose Heirloom,Roses,3,46.58,139.74
O714058,P1229,Planter Box Pro,Raised Beds,3,47.0,141.0
O714058,P1109,Microgreen Tray Heirloom,Indoor Growing,1,35.08,35.08
O714058,P1074,Compost Booster Mix,Soil & Fertilizer,1,29.98,29.98
O714059,P1197,Cucumber Mix,Vegetable Seeds,3,5.45,16.35
O714059,P1098,Aster Mix,Flower Seeds,2,8.98,17.96
O714060,P1167,Kale Premium,Vegetable Seeds,2,5.58,11.16
O714060,P1155,LED Grow Light Organic,Indoor Growing,1,77.63,77.63
O714060,P1263,Climbing Rose Premium,Roses,1,42.83,42.83
O714060,P1277,Gloves Pro,Garden Tools,1,13.97,13.97
O714061,P1170,Phlox Collection,Perennials,3,22.61,67.83
O714062,P1196,Grape Heirloom,Fruit Plants,1,33.86,33.86
O714063,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O714064,P1148,Cedar Raised Bed Organic,Raised Beds,1,177.39,177.39
O714064,P1054,Zinnia Heirloom,Flower Seeds,1,3.2,3.2
O714064,P1233,Tomato Feed Classic,Soil & Fertilizer,2,8.39,16.78
O714065,P1077,Zinnia Classic,Flower Seeds,1,2.75,2.75
O714065,P1239,Slug Control Collection,Pest Control,1,9.56,9.56
O714065,P1091,Compost Booster Collection,Soil & Fertilizer,1,28.35,28.35
O714065,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O714066,P1139,Seed Tray Pro,Garden Tools,1,30.61,30.61
O714067,P1158,Compost Booster Classic,Soil & Fertilizer,1,27.84,27.84
O714067,P1235,Pruner Classic,Garden Tools,1,15.39,15.39
O714068,P1274,Tomato Heirloom,Vegetable Seeds,3,4.55,13.65
O714068,P1017,Japanese Beetle Trap Heirloom,Pest Control,1,11.74,11.74
O714068,P1217,Pepper Organic,Vegetable Seeds,1,6.76,6.76
O714068,P1162,Aster Collection,Flower Seeds,1,5.93,5.93
O714068,P1291,Salvia Organic,Perennials,1,10.86,10.86
O714069,P1283,Blueberry Pro,Fruit Plants,1,22.98,22.98
O714070,P1078,Zucchini Heirloom,Vegetable Seeds,1,3.15,3.15
O714070,P1083,Pruner Starter,Garden Tools,1,16.99,16.99
O714071,P1053,Deer Repellent Classic,Pest Control,1,20.77,20.77
O714072,P1037,Seed Starter Mix Premium,Soil & Fertilizer,1,12.55,12.55
O714072,P1057,LED Grow Light Starter,Indoor Growing,1,101.72,101.72
O714072,P1104,Metal Raised Bed Mix,Raised Beds,2,135.59,271.18
O714072,P1128,Carrot Starter,Vegetable Seeds,2,8.01,16.02
O714073,P1087,Organic Fertilizer Heirloom,Soil & Fertilizer,1,17.67,17.67
O714073,P1190,Tomato Premium,Vegetable Seeds,1,8.05,8.05
O714073,P1155,LED Grow Light Organic,Indoor Growing,1,77.63,77.63
O714073,P1213,Humidity Dome Heirloom,Indoor Growing,2,82.47,164.94
O714074,P1053,Deer Repellent Classic,Pest Control,1,20.77,20.77
O714075,P1139,Seed Tray Pro,Garden Tools,1,30.61,30.61
O714075,P1179,Seed Starter Mix Premium,Soil & Fertilizer,3,19.7,59.1
O714075,P1078,Zucchini Heirloom,Vegetable Seeds,1,3.15,3.15
O714076,P1033,Lettuce Heirloom,Vegetable Seeds,2,3.56,7.12
O714076,P1222,Neem Oil Heirloom,Pest Control,1,10.41,10.41
O714077,P1014,Strawberry Heirloom,Fruit Plants,1,28.11,28.11
O714077,P1147,Zucchini Mix,Vegetable Seeds,1,6.58,6.58
O714078,P1024,Cucumber Heirloom,Vegetable Seeds,1,4.5,4.5
O714079,P1222,Neem Oil Heirloom,Pest Control,2,10.41,20.82
O714080,P1051,Pruner Organic,Garden Tools,1,10.12,10.12
O714080,P1167,Kale Premium,Vegetable Seeds,2,5.58,11.16
O714080,P1023,Lavender Mix,Perennials,1,13.52,13.52
O714081,P1157,Cucumber Pro,Vegetable Seeds,1,6.14,6.14
O714082,P1275,Neem Oil Classic,Pest Control,2,24.0,48.0
O714082,P1189,Bean Mix,Vegetable Seeds,1,8.94,8.94
O714082,P1111,Hosta Premium,Perennials,2,10.11,20.22
O714083,P1003,Marigold Pro,Flower Seeds,1,6.32,6.32
O714083,P1292,Tomato Feed Pro,Soil & Fertilizer,4,29.61,118.44
O714083,P1061,Blueberry Heirloom,Fruit Plants,1,34.06,34.06
O714084,P1138,Herb Kit Organic,Indoor Growing,1,72.52,72.52
O714084,P1136,Floribunda Rose Collection,Roses,2,43.41,86.82
O714085,P1004,Seed Tray Classic,Garden Tools,4,17.7,70.8
O714086,P1034,Tomato Feed Classic,Soil & Fertilizer,1,14.63,14.63
O714087,P1227,Humidity Dome Heirloom,Indoor Growing,1,74.7,74.7
O714088,P1127,Climbing Rose Mix,Roses,1,44.86,44.86
O714089,P1089,Sunflower Classic,Flower Seeds,1,7.73,7.73
O714090,P1280,Seed Tray Premium,Garden Tools,2,27.36,54.72
O714091,P1042,Floribunda Rose Starter,Roses,4,40.05,160.2
O714092,P1160,Lettuce Starter,Vegetable Seeds,1,7.61,7.61
O714093,P1225,Deer Repellent Classic,Pest Control,1,24.86,24.86
O714093,P1158,Compost Booster Classic,Soil & Fertilizer,3,27.84,83.52
O714094,P1220,Knock Out Rose Premium,Roses,2,35.89,71.78
O714095,P1187,Cedar Raised Bed Premium,Raised Beds,2,172.17,344.34
O714096,P1026,Hosta Organic,Perennials,4,21.37,85.48
O714096,P1214,Slug Control Heirloom,Pest Control,2,19.05,38.1
O714097,P1003,Marigold Pro,Flower Seeds,1,6.32,6.32
O714098,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O714099,P1023,Lavender Mix,Perennials,2,13.52,27.04
O714099,P1234,Organic Fertilizer Pro,Soil & Fertilizer,3,19.45,58.35
O714099,P1007,Deer Repellent Classic,Pest Control,1,12.72,12.72
O714099,P1043,Cedar Raised Bed Premium,Raised Beds,1,127.37,127.37
O714099,P1160,Lettuce Starter,Vegetable Seeds,4,7.61,30.44
O714100,P1014,Strawberry Heirloom,Fruit Plants,1,28.11,28.11
O714100,P1280,Seed Tray Premium,Garden Tools,2,27.36,54.72
O714100,P1240,Phlox Starter,Perennials,1,20.64,20.64
O714101,P1064,Gloves Classic,Garden Tools,1,38.67,38.67
O714101,P1077,Zinnia Classic,Flower Seeds,1,2.75,2.75
O714102,P1120,Neem Oil Collection,Pest Control,3,10.63,31.89
O714102,P1200,Blueberry Starter,Fruit Plants,3,38.59,115.77
O714102,P1207,Pruner Mix,Garden Tools,4,32.5,130.0
O714103,P1006,Seed Tray Starter,Garden Tools,2,34.23,68.46
O714103,P1111,Hosta Premium,Perennials,1,10.11,10.11
O714104,P1289,Slug Control Heirloom,Pest Control,2,9.86,19.72
O714105,P1047,Tomato Feed Premium,Soil & Fertilizer,2,19.0,38.0
O714105,P1061,Blueberry Heirloom,Fruit Plants,2,34.06,68.12
O714105,P1170,Phlox Collection,Perennials,3,22.61,67.83
O714105,P1009,Coneflower Organic,Perennials,1,23.91,23.91
O714105,P1060,Watering Wand Classic,Garden Tools,2,27.54,55.08
O714106,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O714106,P1219,Cedar Raised Bed Heirloom,Raised Beds,3,192.21,576.63
O714106,P1085,Blackberry Collection,Fruit Plants,2,29.02,58.04
O714107,P1240,Phlox Starter,Perennials,1,20.64,20.64
O714107,P1117,Seed Tray Classic,Garden Tools,1,6.1,6.1
O714107,P1121,Planter Box Collection,Raised Beds,2,198.27,396.54
O714107,P1068,Compost Booster Starter,Soil & Fertilizer,2,26.44,52.88
O714108,P1145,Floribunda Rose Organic,Roses,1,25.21,25.21
O714109,P1088,Neem Oil Starter,Pest Control,2,14.56,29.12
O714109,P1207,Pruner Mix,Garden Tools,2,32.5,65.0
O714109,P1105,Pepper Pro,Vegetable Seeds,1,5.74,5.74
O714109,P1220,Knock Out Rose Premium,Roses,1,35.89,35.89
O714110,P1276,Grape Organic,Fruit Plants,2,38.2,76.4
O714110,P1126,Compost Booster Pro,Soil & Fertilizer,2,19.48,38.96
O714110,P1051,Pruner Organic,Garden Tools,1,10.12,10.12
O714111,P1147,Zucchini Mix,Vegetable Seeds,1,6.58,6.58
O714111,P1205,Grow Bag Organic,Raised Beds,1,155.84,155.84
O714111,P1097,Blackberry Heirloom,Fruit Plants,1,22.66,22.66
O714111,P1231,Seed Tray Organic,Garden Tools,4,9.4,37.6
O714112,P1008,Raspberry Starter,Fruit Plants,1,16.02,16.02
O714113,P1102,Salvia Starter,Perennials,1,14.23,14.23
O714114,P1299,Metal Raised Bed Pro,Raised Beds,2,78.83,157.66
O714115,P1097,Blackberry Heirloom,Fruit Plants,1,22.66,22.66
O714115,P1135,Floribunda Rose Organic,Roses,2,49.16,98.32
O714115,P1280,Seed Tray Premium,Garden Tools,2,27.36,54.72
O714115,P1177,Climbing Rose Classic,Roses,1,19.08,19.08
O714115,P1149,Hosta Premium,Perennials,1,12.53,12.53
O714116,P1162,Aster Collection,Flower Seeds,1,5.93,5.93
O714116,P1216,Cucumber Pro,Vegetable Seeds,1,3.94,3.94
O714117,P1296,Hosta Premium,Perennials,2,11.21,22.42
O714117,P1033,Lettuce Heirloom,Vegetable Seeds,2,3.56,7.12
O714117,P1194,Floribunda Rose Heirloom,Roses,3,44.42,133.26
O714118,P1176,Herb Kit Collection,Indoor Growing,1,113.21,113.21
O714118,P1050,Zinnia Collection,Flower Seeds,1,5.06,5.06
O714119,P1279,Deer Repellent Mix,Pest Control,1,18.85,18.85
O714120,P1197,Cucumber Mix,Vegetable Seeds,1,5.45,5.45
O714121,P1227,Humidity Dome Heirloom,Indoor Growing,1,74.7,74.7
O714122,P1208,Planter Box Heirloom,Raised Beds,1,176.06,176.06
O714123,P1141,Wildflower Collection,Flower Seeds,1,8.29,8.29
O714124,P1026,Hosta Organic,Perennials,1,21.37,21.37
O714124,P1065,Gloves Collection,Garden Tools,4,20.79,83.16
O714124,P1068,Compost Booster Starter,Soil & Fertilizer,2,26.44,52.88
O714124,P1084,Hosta Starter,Perennials,1,19.37,19.37
O714125,P1212,Organic Fertilizer Starter,Soil & Fertilizer,1,25.01,25.01
O714125,P1284,Pruner Classic,Garden Tools,2,21.09,42.18
O714125,P1194,Floribunda Rose Heirloom,Roses,2,44.42,88.84
O714126,P1010,Bean Premium,Vegetable Seeds,4,4.06,16.24
O714126,P1199,Wildflower Collection,Flower Seeds,1,4.5,4.5
O714127,P1192,Sunflower Premium,Flower Seeds,1,3.06,3.06
O714127,P1025,Daylily Classic,Perennials,2,24.95,49.9
O714127,P1287,Compost Booster Premium,Soil & Fertilizer,2,20.53,41.06
O714127,P1153,Poppy Starter,Flower Seeds,4,6.14,24.56
O714128,P1234,Organic Fertilizer Pro,Soil & Fertilizer,2,19.45,38.9
O714129,P1083,Pruner Starter,Garden Tools,2,16.99,33.98
O714130,P1300,Phlox Classic,Perennials,3,22.13,66.39
O714131,P1198,Compost Booster Classic,Soil & Fertilizer,1,26.34,26.34
O714132,P1202,Salvia Heirloom,Perennials,2,22.13,44.26
O714132,P1107,Raspberry Mix,Fruit Plants,4,29.09,116.36
O714133,P1020,Grow Bag Classic,Raised Beds,4,45.46,181.84
O714133,P1133,Zucchini Organic,Vegetable Seeds,1,3.08,3.08
O714134,P1139,Seed Tray Pro,Garden Tools,1,30.61,30.61
O714135,P1293,Climbing Rose Classic,Roses,1,25.32,25.32
O714135,P1228,Neem Oil Starter,Pest Control,2,20.4,40.8
O714135,P1166,Hosta Premium,Perennials,4,16.78,67.12
O714136,P1038,Humidity Dome Premium,Indoor Growing,2,40.09,80.18
O714137,P1185,Hybrid Tea Rose Classic,Roses,1,37.64,37.64
O714137,P1260,Pepper Classic,Vegetable Seeds,1,7.54,7.54
O714137,P1267,Floribunda Rose Pro,Roses,2,29.6,59.2
O714138,P1056,Neem Oil Heirloom,Pest Control,2,14.32,28.64
O714139,P1132,Grow Bag Mix,Raised Beds,1,160.85,160.85
O714140,P1168,Humidity Dome Organic,Indoor Growing,1,59.32,59.32
O714140,P1103,Slug Control Classic,Pest Control,2,23.37,46.74
O714140,P1210,Zucchini Premium,Vegetable Seeds,3,5.99,17.97
O714141,P1086,Watering Wand Mix,Garden Tools,1,16.25,16.25
O714141,P1294,Metal Raised Bed Classic,Raised Beds,2,161.6,323.2
O714142,P1256,Blackberry Classic,Fruit Plants,2,22.99,45.98
O714142,P1107,Raspberry Mix,Fruit Plants,4,29.09,116.36
O714142,P1167,Kale Premium,Vegetable Seeds,2,5.58,11.16
O714142,P1242,Coneflower Organic,Perennials,1,21.62,21.62
O714142,P1272,Seed Tray Classic,Garden Tools,1,39.3,39.3
O714143,P1143,Grape Pro,Fruit Plants,1,20.65,20.65
O714144,P1099,Daylily Classic,Perennials,1,21.01,21.01
O714144,P1151,Tomato Feed Classic,Soil & Fertilizer,2,13.49,26.98
O714145,P1109,Microgreen Tray Heirloom,Indoor Growing,2,35.08,70.16
O714146,P1085,Blackberry Collection,Fruit Plants,1,29.02,29.02
O714147,P1117,Seed Tray Classic,Garden Tools,1,6.1,6.1
O714148,P1089,Sunflower Classic,Flower Seeds,2,7.73,15.46
O714149,P1065,Gloves Collection,Garden Tools,1,20.79,20.79
O714150,P1079,Deer Repellent Classic,Pest Control,1,24.32,24.32
O714151,P1242,Coneflower Organic,Perennials,1,21.62,21.62
O714152,P1223,Knock Out Rose Classic,Roses,2,42.16,84.32
O714153,P1104,Metal Raised Bed Mix,Raised Beds,4,135.59,542.36
O714153,P1077,Zinnia Classic,Flower Seeds,1,2.75,2.75
O714153,P1152,Coneflower Classic,Perennials,1,16.51,16.51
O714153,P1143,Grape Pro,Fruit Plants,1,20.65,20.65
O714154,P1220,Knock Out Rose Premium,Roses,3,35.89,107.67
O714154,P1258,Pepper Organic,Vegetable Seeds,3,7.76,23.28
O714155,P1252,Coneflower Organic,Perennials,1,24.5,24.5
O714156,P1099,Daylily Classic,Perennials,1,21.01,21.01
O714156,P1088,Neem Oil Starter,Pest Control,1,14.56,14.56
O714157,P1284,Pruner Classic,Garden Tools,1,21.09,21.09
O714157,P1246,Seed Starter Mix Organic,Soil & Fertilizer,3,27.88,83.64
O714157,P1166,Hosta Premium,Perennials,1,16.78,16.78
O714158,P1247,Climbing Rose Starter,Roses,1,42.53,42.53
O714159,P1053,Deer Repellent Classic,Pest Control,1,20.77,20.77
O714160,P1265,Pruner Collection,Garden Tools,2,36.29,72.58
O714161,P1127,Climbing Rose Mix,Roses,1,44.86,44.86
O714162,P1197,Cucumber Mix,Vegetable Seeds,1,5.45,5.45
O714163,P1191,Strawberry Starter,Fruit Plants,1,16.16,16.16
O714163,P1042,Floribunda Rose Starter,Roses,1,40.05,40.05
O714163,P1146,Zinnia Classic,Flower Seeds,1,6.66,6.66
O714163,P1008,Raspberry Starter,Fruit Plants,1,16.02,16.02
O714164,P1139,Seed Tray Pro,Garden Tools,1,30.61,30.61
O714164,P1053,Deer Repellent Classic,Pest Control,2,20.77,41.54
O714165,P1166,Hosta Premium,Perennials,1,16.78,16.78
O714165,P1080,Japanese Beetle Trap Classic,Pest Control,3,16.24,48.72
O714165,P1175,Watering Wand Pro,Garden Tools,1,17.94,17.94
O714165,P1191,Strawberry Starter,Fruit Plants,1,16.16,16.16
O714166,P1069,Pepper Organic,Vegetable Seeds,1,7.76,7.76
O714167,P1030,Seed Starter Mix Mix,Soil & Fertilizer,1,9.56,9.56
O714167,P1013,Raspberry Mix,Fruit Plants,1,15.26,15.26
O714168,P1059,Trowel Pro,Garden Tools,1,23.81,23.81
O714168,P1104,Metal Raised Bed Mix,Raised Beds,2,135.59,271.18
O714169,P1072,Bone Meal Starter,Soil & Fertilizer,1,21.55,21.55
O714169,P1278,Grape Mix,Fruit Plants,1,14.64,14.64
O714169,P1160,Lettuce Starter,Vegetable Seeds,1,7.61,7.61
O714170,P1014,Strawberry Heirloom,Fruit Plants,1,28.11,28.11
O714171,P1284,Pruner Classic,Garden Tools,2,21.09,42.18
O714172,P1158,Compost Booster Classic,Soil & Fertilizer,1,27.84,27.84
O714172,P1176,Herb Kit Collection,Indoor Growing,1,113.21,113.21
O714173,P1102,Salvia Starter,Perennials,1,14.23,14.23
O714174,P1070,Compost Booster Heirloom,Soil & Fertilizer,3,9.53,28.59
O714174,P1261,Organic Fertilizer Premium,Soil & Fertilizer,1,14.12,14.12
O714175,P1018,Bone Meal Organic,Soil & Fertilizer,1,10.82,10.82
O714176,P1213,Humidity Dome Heirloom,Indoor Growing,1,82.47,82.47
O714177,P1260,Pepper Classic,Vegetable Seeds,1,7.54,7.54
O714177,P1272,Seed Tray Classic,Garden Tools,1,39.3,39.3
O714178,P1212,Organic Fertilizer Starter,Soil & Fertilizer,1,25.01,25.01
O714178,P1055,Slug Control Collection,Pest Control,1,10.16,10.16
O714179,P1099,Daylily Classic,Perennials,3,21.01,63.03
O714180,P1071,Kale Mix,Vegetable Seeds,1,8.06,8.06
O714180,P1222,Neem Oil Heirloom,Pest Control,2,10.41,20.82
O714181,P1115,Daylily Starter,Perennials,1,20.37,20.37
O714181,P1051,Pruner Organic,Garden Tools,2,10.12,20.24
O714181,P1046,Phlox Heirloom,Perennials,1,12.05,12.05
O714181,P1062,Organic Fertilizer Starter,Soil & Fertilizer,1,10.33,10.33
O714182,P1248,Wildflower Starter,Flower Seeds,1,6.39,6.39
O714182,P1044,Tomato Feed Premium,Soil & Fertilizer,1,28.88,28.88
O714182,P1110,Carrot Pro,Vegetable Seeds,3,5.76,17.28
O714183,P1083,Pruner Starter,Garden Tools,1,16.99,16.99
O714183,P1274,Tomato Heirloom,Vegetable Seeds,2,4.55,9.1
O714184,P1186,Pruner Pro,Garden Tools,1,16.82,16.82
O714184,P1029,Carrot Classic,Vegetable Seeds,1,5.14,5.14
O714185,P1236,Hosta Premium,Perennials,1,21.7,21.7
O714185,P1265,Pruner Collection,Garden Tools,1,36.29,36.29
O714186,P1099,Daylily Classic,Perennials,3,21.01,63.03
O714186,P1081,Climbing Rose Heirloom,Roses,1,37.46,37.46
O714187,P1280,Seed Tray Premium,Garden Tools,1,27.36,27.36
O714188,P1133,Zucchini Organic,Vegetable Seeds,2,3.08,6.16
O714189,P1145,Floribunda Rose Organic,Roses,1,25.21,25.21
O714189,P1059,Trowel Pro,Garden Tools,2,23.81,47.62
O714190,P1222,Neem Oil Heirloom,Pest Control,1,10.41,10.41
O714190,P1048,Lavender Pro,Perennials,2,14.44,28.88
O714191,P1204,Wildflower Pro,Flower Seeds,2,7.42,14.84
O714192,P1206,Hybrid Tea Rose Heirloom,Roses,3,28.31,84.93
O714192,P1008,Raspberry Starter,Fruit Plants,1,16.02,16.02
O714193,P1139,Seed Tray Pro,Garden Tools,1,30.61,30.61
O714194,P1280,Seed Tray Premium,Garden Tools,1,27.36,27.36
O714194,P1121,Planter Box Collection,Raised Beds,1,198.27,198.27
O714195,P1029,Carrot Classic,Vegetable Seeds,1,5.14,5.14
O714195,P1034,Tomato Feed Classic,Soil & Fertilizer,1,14.63,14.63
O714196,P1198,Compost Booster Classic,Soil & Fertilizer,1,26.34,26.34
O714197,P1233,Tomato Feed Classic,Soil & Fertilizer,1,8.39,8.39
O714197,P1214,Slug Control Heirloom,Pest Control,2,19.05,38.1
O714197,P1111,Hosta Premium,Perennials,2,10.11,20.22
O714198,P1003,Marigold Pro,Flower Seeds,1,6.32,6.32
O714198,P1151,Tomato Feed Classic,Soil & Fertilizer,2,13.49,26.98
O714199,P1170,Phlox Collection,Perennials,2,22.61,45.22
O714199,P1232,Pruner Classic,Garden Tools,1,29.77,29.77
O714200,P1118,Pruner Starter,Garden Tools,1,19.51,19.51
O714200,P1039,Pepper Collection,Vegetable Seeds,3,8.86,26.58
O714201,P1049,Poppy Classic,Flower Seeds,1,3.59,3.59
O714201,P1294,Metal Raised Bed Classic,Raised Beds,1,161.6,161.6
O714201,P1194,Floribunda Rose Heirloom,Roses,1,44.42,44.42
O714202,P1210,Zucchini Premium,Vegetable Seeds,1,5.99,5.99
O714202,P1178,Blueberry Premium,Fruit Plants,2,34.39,68.78
O714203,P1298,Raspberry Mix,Fruit Plants,2,35.66,71.32
O714203,P1295,Grape Mix,Fruit Plants,4,23.49,93.96
O714203,P1160,Lettuce Starter,Vegetable Seeds,1,7.61,7.61
O714204,P1266,Cucumber Classic,Vegetable Seeds,4,4.13,16.52
O714204,P1047,Tomato Feed Premium,Soil & Fertilizer,1,19.0,19.0
O714204,P1020,Grow Bag Classic,Raised Beds,3,45.46,136.38
O714205,P1084,Hosta Starter,Perennials,2,19.37,38.74
O714206,P1129,Wildflower Organic,Flower Seeds,2,8.12,16.24
O714207,P1059,Trowel Pro,Garden Tools,2,23.81,47.62
O714208,P1170,Phlox Collection,Perennials,4,22.61,90.44
O714208,P1239,Slug Control Collection,Pest Control,2,9.56,19.12
O714208,P1263,Climbing Rose Premium,Roses,1,42.83,42.83
O714208,P1112,Hosta Organic,Perennials,3,21.57,64.71
O714209,P1191,Strawberry Starter,Fruit Plants,1,16.16,16.16
O714209,P1183,Deer Repellent Heirloom,Pest Control,1,19.04,19.04
O714209,P1230,Wildflower Pro,Flower Seeds,2,3.72,7.44
O714209,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O714210,P1084,Hosta Starter,Perennials,3,19.37,58.11
O714210,P1089,Sunflower Classic,Flower Seeds,1,7.73,7.73
O714211,P1134,Carrot Heirloom,Vegetable Seeds,1,3.66,3.66
O714212,P1050,Zinnia Collection,Flower Seeds,3,5.06,15.18
O714212,P1188,Bone Meal Mix,Soil & Fertilizer,1,8.41,8.41
O714212,P1103,Slug Control Classic,Pest Control,2,23.37,46.74
O714212,P1089,Sunflower Classic,Flower Seeds,1,7.73,7.73
O714212,P1183,Deer Repellent Heirloom,Pest Control,2,19.04,38.08
O714213,P1267,Floribunda Rose Pro,Roses,3,29.6,88.8
O714213,P1216,Cucumber Pro,Vegetable Seeds,3,3.94,11.82
O714213,P1285,Cucumber Starter,Vegetable Seeds,2,3.72,7.44
O714213,P1075,Hosta Pro,Perennials,2,16.44,32.88
O714214,P1020,Grow Bag Classic,Raised Beds,2,45.46,90.92
O714215,P1024,Cucumber Heirloom,Vegetable Seeds,1,4.5,4.5
O714215,P1220,Knock Out Rose Premium,Roses,1,35.89,35.89
O714215,P1054,Zinnia Heirloom,Flower Seeds,1,3.2,3.2
O714215,P1051,Pruner Organic,Garden Tools,1,10.12,10.12
O714216,P1017,Japanese Beetle Trap Heirloom,Pest Control,1,11.74,11.74
O714216,P1199,Wildflower Collection,Flower Seeds,2,4.5,9.0
O714217,P1266,Cucumber Classic,Vegetable Seeds,3,4.13,12.39
O714217,P1165,Poppy Mix,Flower Seeds,1,4.45,4.45
O714218,P1128,Carrot Starter,Vegetable Seeds,1,8.01,8.01
O714218,P1191,Strawberry Starter,Fruit Plants,1,16.16,16.16
O714219,P1257,Zucchini Mix,Vegetable Seeds,1,4.47,4.47
O714220,P1195,Kale Collection,Vegetable Seeds,2,6.96,13.92
O714220,P1028,Japanese Beetle Trap Classic,Pest Control,1,24.03,24.03
O714220,P1135,Floribunda Rose Organic,Roses,1,49.16,49.16
O714221,P1081,Climbing Rose Heirloom,Roses,2,37.46,74.92
O714221,P1261,Organic Fertilizer Premium,Soil & Fertilizer,1,14.12,14.12
O714221,P1060,Watering Wand Classic,Garden Tools,1,27.54,27.54
O714222,P1122,Floribunda Rose Heirloom,Roses,1,35.52,35.52
O714222,P1193,Kale Premium,Vegetable Seeds,1,4.82,4.82
O714223,P1154,Pruner Heirloom,Garden Tools,1,34.89,34.89
O714224,P1160,Lettuce Starter,Vegetable Seeds,1,7.61,7.61
O714224,P1299,Metal Raised Bed Pro,Raised Beds,4,78.83,315.32
O714224,P1014,Strawberry Heirloom,Fruit Plants,1,28.11,28.11
O714225,P1190,Tomato Premium,Vegetable Seeds,2,8.05,16.1
O714226,P1272,Seed Tray Classic,Garden Tools,1,39.3,39.3
O714227,P1047,Tomato Feed Premium,Soil & Fertilizer,3,19.0,57.0
O714227,P1273,Bone Meal Collection,Soil & Fertilizer,1,12.12,12.12
O714227,P1090,Kale Mix,Vegetable Seeds,1,8.32,8.32
O714228,P1165,Poppy Mix,Flower Seeds,2,4.45,8.9
O714229,P1020,Grow Bag Classic,Raised Beds,1,45.46,45.46
O714229,P1040,Sunflower Starter,Flower Seeds,1,3.57,3.57
O714230,P1251,Wildflower Heirloom,Flower Seeds,3,2.71,8.13
O714230,P1111,Hosta Premium,Perennials,2,10.11,20.22
O714230,P1031,Tomato Collection,Vegetable Seeds,3,3.08,9.24
O714230,P1241,Pepper Starter,Vegetable Seeds,2,6.21,12.42
O714230,P1113,Cosmos Organic,Flower Seeds,1,9.58,9.58
O714231,P1082,Blueberry Heirloom,Fruit Plants,1,20.52,20.52
O714231,P1069,Pepper Organic,Vegetable Seeds,1,7.76,7.76
O714231,P1056,Neem Oil Heirloom,Pest Control,1,14.32,14.32
O714232,P1299,Metal Raised Bed Pro,Raised Beds,1,78.83,78.83
O714233,P1161,Microgreen Tray Mix,Indoor Growing,3,45.34,136.02
O714233,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O714233,P1135,Floribunda Rose Organic,Roses,1,49.16,49.16
O714234,P1045,Lavender Pro,Perennials,2,22.34,44.68
O714234,P1070,Compost Booster Heirloom,Soil & Fertilizer,3,9.53,28.59
O714235,P1293,Climbing Rose Classic,Roses,1,25.32,25.32
O714235,P1012,Cosmos Pro,Flower Seeds,3,4.87,14.61
O714235,P1200,Blueberry Starter,Fruit Plants,1,38.59,38.59
O714235,P1285,Cucumber Starter,Vegetable Seeds,1,3.72,3.72
O714235,P1098,Aster Mix,Flower Seeds,3,8.98,26.94
O714236,P1141,Wildflower Collection,Flower Seeds,1,8.29,8.29
O714236,P1297,Knock Out Rose Heirloom,Roses,1,31.14,31.14
O714236,P1252,Coneflower Organic,Perennials,1,24.5,24.5
O714237,P1210,Zucchini Premium,Vegetable Seeds,1,5.99,5.99
O714237,P1013,Raspberry Mix,Fruit Plants,2,15.26,30.52
